date,tier,prize_eur,winners_total,winners_pt,rollover
2010-12-24,4+1,293.55,2034,261,0
2010-12-24,4+0,128.16,3261,418,0
2010-12-24,3+2,76.84,7770,1004,0
2010-12-24,3+1,32.43,93879,11639,0
2010-12-24,2+2,23.92,109816,14075,0
2010-12-24,3+0,18.71,149944,19128,0
2010-12-24,1+2,9.84,612841,80059,0
2010-12-24,2+1,10.53,1360527,167895,0
2010-12-31,5+2,15338239.00,1,0,0
2010-12-31,5+1,506709.66,7,0,0
2010-12-31,5+0,83880.99,12,2,0
2010-12-31,4+2,8078.42,89,9,0
2010-12-31,4+1,337.54,1420,221,0
2010-12-31,4+0,146.51,2290,400,0
2010-12-31,3+2,105.09,4561,624,0
2010-12-31,3+1,34.00,71884,11745,0
2010-12-31,2+2,30.54,69038,10166,0
2010-12-31,3+0,20.21,111469,18660,0
2010-12-31,1+2,12.28,394001,60865,0
2010-12-31,2+1,10.62,1082414,174756,0
2011-01-07,5+2,15000000.00,1,1,0
2011-01-07,5+1,377886.98,8,4,0
2011-01-07,5+0,29582.95,29,10,0
2011-01-07,4+2,7295.11,84,10,0
2011-01-07,4+1,228.73,1786,460,0
2011-01-07,4+0,104.63,2733,785,0
2011-01-07,3+2,98.63,4142,711,0
2011-01-07,3+1,29.91,69644,14459,0
2011-01-07,2+2,30.72,58510,9788,0
2011-01-07,3+0,17.95,106931,23575,0
2011-01-07,1+2,13.01,317067,50817,0
2011-01-07,2+1,9.71,1009468,192301,0
2011-01-14,5+2,15000000.00,0,0,1
2011-01-14,5+1,384523.29,8,0,0
2011-01-14,5+0,96996.86,9,0,0
2011-01-14,4+2,7423.22,84,13,0
2011-01-14,4+1,262.43,1584,251,0
2011-01-14,4+0,117.19,2483,435,0
2011-01-14,3+2,103.76,4006,586,0
2011-01-14,3+1,29.06,72932,12419,0
2011-01-14,2+2,30.49,59987,9070,0
2011-01-14,3+0,17.28,113041,20282,0
2011-01-14,1+2,12.77,328687,52087,0
2011-01-14,2+1,9.53,1046185,178431,0
2011-01-21,5+2,14502127.00,2,1,0
2011-01-21,5+1,190499.02,17,5,0
2011-01-21,5+0,30634.30,30,9,0
2011-01-21,4+2,3587.15,183,45,0
2011-01-21,4+1,117.61,3721,920,0
2011-01-21,4+0,61.23,5003,1151,0
2011-01-21,3+2,59.80,7318,1394,0
2011-01-21,3+1,17.53,127320,27798,0
2011-01-21,2+2,21.08,91338,16229,0
2011-01-21,3+0,11.87,173266,35243,0
2011-01-21,1+2,10.53,419668,71657,0
2011-01-21,2+1,6.91,1519303,303503,0
2011-01-28,5+2,15000000.00,0,0,1
2011-01-28,5+1,280808.09,11,2,0
2011-01-28,5+0,109572.07,8,0,0
2011-01-28,4+2,6660.91,94,16,0
2011-01-28,4+1,302.25,1381,207,0
2011-01-28,4+0,140.34,2082,283,0
2011-01-28,3+2,83.88,4976,882,0
2011-01-28,3+1,29.74,71563,12263,0
2011-01-28,2+2,23.69,77515,13974,0
2011-01-28,3+0,18.86,103971,16953,0
2011-01-28,1+2,10.27,410204,77126,0
2011-01-28,2+1,8.99,1113563,202610,0
2011-02-04,5+2,5789546.00,5,1,0
2011-02-04,5+1,322541.20,10,1,0
2011-02-04,5+0,65379.97,14,2,0
2011-02-04,4+2,5685.21,115,20,0
2011-02-04,4+1,258.82,1684,284,0
2011-02-04,4+0,119.32,2557,367,0
2011-02-04,3+2,75.27,5790,907,0
2011-02-04,3+1,29.45,75466,12565,0
2011-02-04,2+2,22.38,85680,14221,0
2011-02-04,3+0,18.68,109636,17849,0
2011-02-04,1+2,9.55,460576,80395,0
2011-02-04,2+1,9.34,1119080,197013,0
2011-02-11,5+2,15000000.00,0,0,1
2011-02-11,5+1,235458.65,13,2,0
2011-02-11,5+0,108581.44,8,1,0
2011-02-11,4+2,4736.37,131,25,0
2011-02-11,4+1,185.99,2224,348,0
2011-02-11,4+0,82.21,3522,572,0
2011-02-11,3+2,81.17,5096,732,0
2011-02-11,3+1,23.21,90858,14886,0
2011-02-11,2+2,27.04,67292,10103,0
2011-02-11,3+0,13.97,139090,24966,0
2011-02-11,1+2,12.57,332311,52067,0
2011-02-11,2+1,7.81,1269935,215108,0
2011-02-18,5+2,28569173.10,0,0,1
2011-02-18,5+1,522978.54,6,1,0
2011-02-18,5+0,98941.88,9,0,0
2011-02-18,4+2,6695.31,95,11,0
2011-02-18,4+1,334.94,1266,224,0
2011-02-18,4+0,165.63,1792,257,0
2011-02-18,3+2,78.97,5369,855,0
2011-02-18,3+1,30.56,70750,12745,0
2011-02-18,2+2,21.97,84891,14613,0
2011-02-18,3+0,20.38,97771,17099,0
2011-02-18,1+2,9.30,460162,82143,0
2011-02-18,2+1,9.18,1108449,206853,0
2011-02-25,5+2,44068143.00,0,0,1
2011-02-25,5+1,597356.13,6,1,0
2011-02-25,5+0,127139.98,8,4,0
2011-02-25,4+2,7265.14,100,18,0
2011-02-25,4+1,325.28,1489,250,0
2011-02-25,4+0,143.11,2369,411,0
2011-02-25,3+2,94.82,5108,811,0
2011-02-25,3+1,33.58,73560,11075,0
2011-02-25,2+2,25.13,84797,14120,0
2011-02-25,3+0,20.71,109900,16067,0
2011-02-25,1+2,10.35,472558,80792,0
2011-02-25,2+1,9.72,1195253,191449,0
2011-03-04,5+2,61901147.20,0,0,1
2011-03-04,5+1,343656.85,12,2,0
2011-03-04,5+0,117029.08,10,2,0
2011-03-04,4+2,4494.20,186,46,0
2011-03-04,4+1,267.02,2087,335,0
2011-03-04,4+0,128.65,3032,431,0
2011-03-04,3+2,64.53,8636,1689,0
2011-03-04,3+1,26.52,107155,18460,0
2011-03-04,2+2,19.25,127317,24052,0
2011-03-04,3+0,17.39,150578,23452,0
2011-03-04,1+2,8.57,656444,122660,0
2011-03-04,2+1,8.58,1557991,271097,0
2011-03-11,5+2,82769625.20,0,0,1
2011-03-11,5+1,402152.96,12,1,0
2011-03-11,5+0,114124.48,12,0,0
2011-03-11,4+2,5434.49,180,11,0
2011-03-11,4+1,272.63,2392,269,0
2011-03-11,4+0,133.75,3413,349,0
2011-03-11,3+2,74.80,8718,1034,0
2011-03-11,3+1,28.42,116999,14429,0
2011-03-11,2+2,22.02,130278,16461,0
2011-03-11,3+0,18.72,163671,20348,0
2011-03-11,1+2,9.61,684868,89550,0
2011-03-11,2+1,9.04,1730933,234873,0
2011-03-18,5+2,107470964.80,0,0,1
2011-03-18,5+1,357011.54,16,2,0
2011-03-18,5+0,55897.42,29,4,0
2011-03-18,4+2,6158.91,188,32,0
2011-03-18,4+1,217.31,3552,567,0
2011-03-18,4+0,100.19,5393,853,0
2011-03-18,3+2,85.42,9036,1174,0
2011-03-18,3+1,26.47,148679,22796,0
2011-03-18,2+2,26.30,129129,17345,0
2011-03-18,3+0,16.25,223159,34539,0
2011-03-18,1+2,11.90,654937,83913,0
2011-03-18,2+1,8.96,2067450,302381,0
2011-03-25,5+2,69105267.00,2,1,0
2011-03-25,5+1,394918.06,18,5,0
2011-03-25,5+0,59331.88,34,5,0
2011-03-25,4+2,2605.63,553,92,0
2011-03-25,4+1,177.89,5400,1001,0
2011-03-25,4+0,83.06,8095,1679,0
2011-03-25,3+2,46.03,20868,2870,0
2011-03-25,3+1,23.83,205538,28222,0
2011-03-25,2+2,15.29,276291,40009,0
2011-03-25,3+0,14.86,303705,41049,0
2011-03-25,1+2,7.37,1316260,188183,0
2011-03-25,2+1,8.24,2796521,384283,0
2011-04-01,5+2,15000000.00,1,0,0
2011-04-01,5+1,429383.26,8,1,0
2011-04-01,5+0,44309.82,22,7,0
2011-04-01,4+2,3516.65,198,40,0
2011-04-01,4+1,180.20,2576,543,0
2011-04-01,4+0,79.56,4084,995,0
2011-04-01,3+2,57.42,8084,1424,0
2011-04-01,3+1,22.58,104845,21050,0
2011-04-01,2+2,19.72,103548,18222,0
2011-04-01,3+0,13.01,167608,37055,0
2011-04-01,1+2,9.76,480101,78414,0
2011-04-01,2+1,8.28,1344193,249361,0
2011-04-08,5+2,15000000.00,0,0,1
2011-04-08,5+1,534915.35,6,1,0
2011-04-08,5+0,101200.20,9,1,0
2011-04-08,4+2,5861.01,111,26,0
2011-04-08,4+1,298.08,1455,253,0
2011-04-08,4+0,124.01,2448,469,0
2011-04-08,3+2,83.19,5213,1052,0
2011-04-08,3+1,32.37,68332,13180,0
2011-04-08,2+2,24.22,78779,16707,0
2011-04-08,3+0,18.40,110756,21815,0
2011-04-08,1+2,9.90,442333,92065,0
2011-04-08,2+1,10.16,1024268,191860,0
2011-04-15,5+2,29316255.00,0,0,1
2011-04-15,5+1,236473.85,14,3,0
2011-04-15,5+0,55264.95,17,4,0
2011-04-15,4+2,4970.92,135,30,0
2011-04-15,4+1,276.84,1616,296,0
2011-04-15,4+0,132.52,2363,420,0
2011-04-15,3+2,72.67,6156,1461,0
2011-04-15,3+1,29.66,76912,14979,0
2011-04-15,2+2,21.17,92943,21025,0
2011-04-15,3+0,17.87,117628,21932,0
2011-04-15,1+2,9.35,483190,100827,0
2011-04-15,2+1,9.41,1140588,215951,0
2011-04-22,5+2,43415570.00,1,0,0
2011-04-22,5+1,362274.06,9,0,0
2011-04-22,5+0,115658.44,8,1,0
2011-04-22,4+2,7262.69,91,8,0
2011-04-22,4+1,265.10,1662,264,0
2011-04-22,4+0,111.54,2765,532,0
2011-04-22,3+2,102.27,4308,672,0
2011-04-22,3+1,31.66,70957,11652,0
2011-04-22,2+2,29.76,65123,10540,0
2011-04-22,3+0,17.57,117834,21594,0
2011-04-22,1+2,12.52,355360,58905,0
2011-04-22,2+1,10.16,1040049,174088,0
2011-04-29,5+2,15000000.00,0,0,1
2011-04-29,5+1,999137.54,3,0,0
2011-04-29,5+0,283539.03,3,1,0
2011-04-29,4+2,7690.93,79,18,0
2011-04-29,4+1,308.96,1311,238,0
2011-04-29,4+0,134.50,2108,412,0
2011-04-29,3+2,114.45,3539,647,0
2011-04-29,3+1,33.58,61501,11606,0
2011-04-29,2+2,34.45,51723,8741,0
2011-04-29,3+0,19.13,99477,19043,0
2011-04-29,1+2,14.18,288344,48630,0
2011-04-29,2+1,10.50,925416,173341,0
2011-05-06,5+2,28772008.00,1,0,0
2011-05-06,5+1,227484.05,14,2,0
2011-05-06,5+0,47567.78,19,3,0
2011-05-06,4+2,4332.63,149,26,0
2011-05-06,4+1,191.78,2244,390,0
2011-05-06,4+0,79.07,3810,834,0
2011-05-06,3+2,66.76,6446,956,0
2011-05-06,3+1,23.57,93092,17034,0
2011-05-06,2+2,22.39,84572,12465,0
2011-05-06,3+0,13.27,152321,31346,0
2011-05-06,1+2,10.57,410991,61485,0
2011-05-06,2+1,8.66,1191381,202939,0
2011-05-10,5+2,100000000.00,0,0,1
2011-05-10,5+1,148318.87,13,2,0
2011-05-10,5+0,80339.38,8,0,0
2011-05-10,4+2,2186.10,147,23,0
2011-05-10,4+1,150.69,1866,303,0
2011-05-10,4+0,93.38,3011,388,0
2011-05-10,3+2,32.93,6098,852,0
2011-05-10,2+2,11.46,80605,10909,0
2011-05-10,3+1,11.30,78180,10738,0
2011-05-10,3+0,11.53,128824,14679,0
2011-05-10,1+2,6.62,393868,49663,0
2011-05-10,2+1,6.77,1043164,128498,0
2011-05-10,2+0,4.16,1735300,185473,0
2011-05-13,5+2,121019633.00,1,0,0
2011-05-13,5+1,394118.11,8,0,0
2011-05-13,5+0,45694.85,23,2,0
2011-05-13,4+2,5362.15,98,10,0
2011-05-13,4+1,208.43,2206,212,0
2011-05-13,4+0,100.48,4576,455,0
2011-05-13,3+2,67.97,4832,520,0
2011-05-13,2+2,21.10,71595,7519,0
2011-05-13,3+1,13.79,104762,11316,0
2011-05-13,3+0,11.78,206297,22778,0
2011-05-13,1+2,11.31,377313,41185,0
2011-05-13,2+1,7.52,1536402,174238,0
2011-05-13,2+0,3.94,2994911,347565,0
2011-05-17,5+2,15000000.00,0,0,1
2011-05-17,5+1,331137.39,3,1,0
2011-05-17,5+0,55189.56,6,2,0
2011-05-17,4+2,5913.16,28,4,0
2011-05-17,4+1,280.76,516,49,0
2011-05-17,4+0,156.11,928,124,0
2011-05-17,3+2,84.68,1222,165,0
2011-05-17,2+2,24.44,19475,3069,0
2011-05-17,3+1,17.79,25592,3891,0
2011-05-17,3+0,16.46,46509,6577,0
2011-05-17,1+2,11.79,114091,18060,0
2011-05-17,2+1,8.44,431141,72266,0
2011-05-17,2+0,4.95,752029,114274,0
2011-05-20,5+2,27642654.00,1,0,0
2011-05-20,5+1,237049.75,8,1,0
2011-05-20,5+0,48625.59,13,0,0
2011-05-20,4+2,7183.32,44,5,0
2011-05-20,4+1,250.96,1102,151,0
2011-05-20,4+0,95.72,2889,407,0
2011-05-20,3+2,104.68,1887,245,0
2011-05-20,2+2,31.33,28998,3932,0
2011-05-20,3+1,16.47,52749,7597,0
2011-05-20,3+0,10.64,137334,21785,0
2011-05-20,1+2,16.60,154697,20645,0
2011-05-20,2+1,9.21,754868,114111,0
2011-05-20,2+0,3.71,1913954,311968,0
2011-05-24,5+2,15000000.00,0,0,1
2011-05-24,5+1,153266.35,6,0,0
2011-05-24,5+0,76633.17,4,0,0
2011-05-24,4+2,5894.85,26,3,0
2011-05-24,4+1,169.11,793,116,0
2011-05-24,4+0,100.23,1338,212,0
2011-05-24,3+2,51.17,1872,232,0
2011-05-24,2+2,16.44,26799,3607,0
2011-05-24,3+1,13.06,32259,5418,0
2011-05-24,3+0,11.94,59330,9833,0
2011-05-24,1+2,8.92,139470,19164,0
2011-05-24,2+1,7.35,458386,73618,0
2011-05-24,2+0,4.09,841958,134630,0
2011-05-27,5+2,27342235.80,0,0,1
2011-05-27,5+1,231416.92,8,3,0
2011-05-27,5+0,41140.78,15,3,0
2011-05-27,4+2,3856.94,80,3,0
2011-05-27,4+1,133.32,2025,285,0
2011-05-27,4+0,81.59,3309,507,0
2011-05-27,3+2,60.95,3164,470,0
2011-05-27,2+2,20.19,43918,6551,0
2011-05-27,3+1,11.12,76252,12398,0
2011-05-27,3+0,10.77,132418,21888,0
2011-05-27,1+2,11.57,216543,31675,0
2011-05-27,2+1,6.86,988185,157959,0
2011-05-27,2+0,3.99,1736964,281724,0
2011-05-31,5+2,33899734.70,0,0,1
2011-05-31,5+1,109291.64,9,6,0
2011-05-31,5+0,46839.27,7,2,0
2011-05-31,4+2,2778.60,59,17,0
2011-05-31,4+1,138.06,1039,249,0
2011-05-31,4+0,66.13,2169,437,0
2011-05-31,3+2,65.22,1571,331,0
2011-05-31,2+2,23.12,20379,3880,0
2011-05-31,3+1,11.73,38430,7754,0
2011-05-31,3+0,9.31,81421,14764,0
2011-05-31,1+2,13.52,98506,17402,0
2011-05-31,2+1,7.37,488982,93456,0
2011-05-31,2+0,3.54,1039202,178353,0
2011-06-03,5+2,46382250.20,0,0,1
2011-06-03,5+1,374475.46,5,1,0
2011-06-03,5+0,69347.30,9,0,0
2011-06-03,4+2,5887.97,53,10,0
2011-06-03,4+1,258.08,1058,188,0
2011-06-03,4+0,132.42,2062,366,0
2011-06-03,3+2,64.28,3034,647,0
2011-06-03,2+2,17.77,50485,10480,0
2011-06-03,3+1,17.46,49133,8842,0
2011-06-03,3+0,16.02,90078,14858,0
2011-06-03,1+2,8.14,311196,65745,0
2011-06-03,2+1,8.57,800377,145215,0
2011-06-03,2+0,4.97,1410613,229732,0
2011-06-07,5+2,54804888.60,0,0,1
2011-06-07,5+1,421131.92,3,0,0
2011-06-07,5+0,70188.65,6,1,0
2011-06-07,4+2,5399.12,39,2,0
2011-06-07,4+1,273.76,673,84,0
2011-06-07,4+0,119.32,1544,155,0
2011-06-07,3+2,91.39,1440,123,0
2011-06-07,2+2,28.58,21179,2174,0
2011-06-07,3+1,18.41,31440,3771,0
2011-06-07,3+0,13.15,74036,10422,0
2011-06-07,1+2,14.83,115335,11653,0
2011-06-07,2+1,9.81,471801,57759,0
2011-06-07,2+0,4.28,1104576,154981,0
2011-06-10,5+2,68829139.80,0,0,1
2011-06-10,5+1,420727.53,5,0,0
2011-06-10,5+0,53939.42,13,1,0
2011-06-10,4+2,7791.25,45,1,0
2011-06-10,4+1,256.29,1197,121,0
2011-06-10,4+0,113.70,2698,267,0
2011-06-10,3+2,93.60,2341,242,0
2011-06-10,2+2,29.68,33962,3564,0
2011-06-10,3+1,17.83,54046,6059,0
2011-06-10,3+0,12.50,129707,15497,0
2011-06-10,1+2,15.49,183795,21435,0
2011-06-10,2+1,9.57,805638,95396,0
2011-06-10,2+0,3.99,1972962,255096,0
2011-06-14,5+2,77116728.60,0,0,1
2011-06-14,5+1,155392.29,8,0,0
2011-06-14,5+0,69063.24,6,1,0
2011-06-14,4+2,5919.70,35,2,0
2011-06-14,4+1,249.02,728,77,0
2011-06-14,4+0,97.94,1851,211,0
2011-06-14,3+2,92.89,1394,165,0
2011-06-14,2+2,28.83,20658,2441,0
2011-06-14,3+1,16.26,35028,4194,0
2011-06-14,3+0,11.39,84076,10338,0
2011-06-14,1+2,15.45,108954,12805,0
2011-06-14,2+1,9.05,503519,63345,0
2011-06-14,2+0,3.80,1226170,163112,0
2011-06-17,5+2,92688906.20,0,0,1
2011-06-17,5+1,233582.66,10,1,0
2011-06-17,5+0,59892.99,13,0,0
2011-06-17,4+2,3385.25,115,16,0
2011-06-17,4+1,166.89,2041,294,0
2011-06-17,4+0,90.66,3757,542,0
2011-06-17,3+2,43.34,5614,936,0
2011-06-17,2+2,14.22,78702,13045,0
2011-06-17,3+1,11.60,92240,15491,0
2011-06-17,3+0,10.30,174791,27329,0
2011-06-17,1+2,7.84,403269,64209,0
2011-06-17,2+1,6.95,1230833,202142,0
2011-06-17,2+0,3.89,2248727,337071,0
2011-06-21,5+2,103328213.10,0,0,1
2011-06-21,5+1,531965.34,3,1,0
2011-06-21,5+0,59107.26,9,1,0
2011-06-21,4+2,6820.06,39,4,0
2011-06-21,4+1,229.06,1016,157,0
2011-06-21,4+0,115.78,2010,329,0
2011-06-21,3+2,71.13,2337,301,0
2011-06-21,2+2,21.40,35726,4686,0
2011-06-21,3+1,15.85,46139,6654,0
2011-06-21,3+0,13.56,90669,12976,0
2011-06-21,1+2,10.84,199271,26248,0
2011-06-21,2+1,8.27,707015,101010,0
2011-06-21,2+0,4.42,1352892,188361,0
2011-06-24,5+2,120909818.80,0,0,1
2011-06-24,5+1,879080.28,3,0,0
2011-06-24,5+0,26638.79,33,3,0
2011-06-24,4+2,4994.77,88,14,0
2011-06-24,4+1,220.14,1747,225,0
2011-06-24,4+0,92.51,4157,638,0
2011-06-24,3+2,81.68,3363,379,0
2011-06-24,2+2,27.16,46518,4569,0
2011-06-24,3+1,16.13,74900,9796,0
2011-06-24,3+0,11.48,177013,24738,0
2011-06-24,1+2,14.62,244222,23756,0
2011-06-24,2+1,9.09,1062900,134462,0
2011-06-24,2+0,3.92,2521874,341993,0
2011-06-28,5+2,134366393.60,0,0,1
2011-06-28,5+1,403697.24,5,1,0
2011-06-28,5+0,74758.74,9,0,0
2011-06-28,4+2,6596.36,51,6,0
2011-06-28,4+1,254.41,1157,170,0
2011-06-28,4+0,122.90,2395,310,0
2011-06-28,3+2,76.29,2756,373,0
2011-06-28,2+2,21.98,44000,6536,0
2011-06-28,3+1,15.81,58513,8662,0
2011-06-28,3+0,13.89,112005,16180,0
2011-06-28,1+2,11.34,240973,35943,0
2011-06-28,2+1,7.96,929074,145337,0
2011-06-28,2+0,4.42,1710076,255830,0
2011-07-01,5+2,156881528.30,0,0,1
2011-07-01,5+1,241233.58,14,0,0
2011-07-01,5+0,40205.59,28,5,0
2011-07-01,4+2,4432.11,127,10,0
2011-07-01,4+1,163.89,3005,405,0
2011-07-01,4+0,90.38,5449,710,0
2011-07-01,3+2,64.15,5484,618,0
2011-07-01,2+2,20.72,78083,9429,0
2011-07-01,3+1,12.29,125868,15886,0
2011-07-01,3+0,11.53,225655,28562,0
2011-07-01,1+2,11.31,404262,51015,0
2011-07-01,2+1,7.24,1709693,221866,0
2011-07-01,2+0,4.05,3121665,403331,0
2011-07-05,5+2,176718802.20,0,0,1
2011-07-05,5+1,330571.23,9,1,0
2011-07-05,5+0,70836.69,14,0,0
2011-07-05,4+2,4814.14,103,10,0
2011-07-05,4+1,223.76,1939,201,0
2011-07-05,4+0,112.51,3856,434,0
2011-07-05,3+2,60.97,5083,633,0
2011-07-05,2+2,18.47,77153,10536,0
2011-07-05,3+1,14.52,93907,11958,0
2011-07-05,3+0,12.85,178456,22043,0
2011-07-05,1+2,9.67,416590,60189,0
2011-07-05,2+1,7.72,1411536,197014,0
2011-07-05,2+0,4.23,2636492,338212,0
2011-07-08,5+2,185000000.00,0,0,1
2011-07-08,5+1,4576070.55,6,1,0
2011-07-08,5+0,64747.50,24,1,0
2011-07-08,4+2,5471.61,142,10,0
2011-07-08,4+1,238.79,2847,370,0
2011-07-08,4+0,106.64,6375,903,0
2011-07-08,3+2,74.41,6526,677,0
2011-07-08,2+2,23.56,94792,9946,0
2011-07-08,3+1,15.12,141269,17741,0
2011-07-08,3+0,11.99,299580,41109,0
2011-07-08,1+2,12.55,502744,54229,0
2011-07-08,2+1,8.12,2104930,263466,0
2011-07-08,2+0,3.91,4463502,616826,0
2011-07-12,5+2,185000000.00,1,0,0
2011-07-12,5+1,2435037.19,11,1,0
2011-07-12,5+0,77638.86,15,3,0
2011-07-12,4+2,5019.75,116,13,0
2011-07-12,4+1,226.74,2247,254,0
2011-07-12,4+0,99.90,5100,681,0
2011-07-12,3+2,80.26,4534,495,0
2011-07-12,2+2,26.50,63155,6368,0
2011-07-12,3+1,15.96,100310,12016,0
2011-07-12,3+0,12.01,224075,30586,0
2011-07-12,1+2,14.25,332005,34907,0
2011-07-12,2+1,8.81,1454004,178139,0
2011-07-12,2+0,4.06,3226558,439280,0
2011-07-15,5+2,15000000.00,0,0,1
2011-07-15,5+1,400422.94,5,1,0
2011-07-15,5+0,95338.79,7,0,0
2011-07-15,4+2,5213.84,64,14,0
2011-07-15,4+1,253.89,1150,206,0
2011-07-15,4+0,138.57,2107,348,0
2011-07-15,3+2,69.89,2984,589,0
2011-07-15,2+2,20.26,47336,8878,0
2011-07-15,3+1,16.31,56254,10226,0
2011-07-15,3+0,15.24,101228,17178,0
2011-07-15,1+2,10.45,259248,48028,0
2011-07-15,2+1,8.08,908269,174366,0
2011-07-15,2+0,4.66,1607981,294402,0
2011-07-19,5+2,23148546.00,1,0,0
2011-07-19,5+1,407427.28,3,0,0
2011-07-19,5+0,67904.54,6,0,0
2011-07-19,4+2,3086.57,66,23,0
2011-07-19,4+1,175.61,1015,300,0
2011-07-19,4+0,100.81,1768,491,0
2011-07-19,3+2,44.58,2856,665,0
2011-07-19,2+2,14.16,41359,8532,0
2011-07-19,3+1,13.46,41601,8832,0
2011-07-19,3+0,12.59,74780,14060,0
2011-07-19,1+2,7.62,217100,41610,0
2011-07-19,2+1,7.32,611968,118099,0
2011-07-19,2+0,4.42,1036445,181085,0
2011-07-22,5+2,7500000.00,2,1,0
2011-07-22,5+1,166539.48,11,2,0
2011-07-22,5+0,61064.47,10,1,0
2011-07-22,4+2,3550.26,86,13,0
2011-07-22,4+1,194.72,1372,246,0
2011-07-22,4+0,102.08,2617,542,0
2011-07-22,3+2,47.09,4052,917,0
2011-07-22,2+2,14.97,58613,12414,0
2011-07-22,3+1,13.34,62905,11833,0
2011-07-22,3+0,12.04,117193,21886,0
2011-07-22,1+2,8.01,309635,62980,0
2011-07-22,2+1,7.80,860159,156947,0
2011-07-22,2+0,4.07,1686250,306942,0
2011-07-26,5+2,15000000.00,0,0,1
2011-07-26,5+1,531993.86,2,0,0
2011-07-26,5+0,44332.82,8,0,0
2011-07-26,4+2,6333.26,28,5,0
2011-07-26,4+1,228.18,680,113,0
2011-07-26,4+0,87.26,1778,234,0
2011-07-26,3+2,84.28,1315,184,0
2011-07-26,2+2,27.66,18431,2899,0
2011-07-26,3+1,14.97,32566,5498,0
2011-07-26,3+0,10.95,74841,11949,0
2011-07-26,1+2,15.10,95406,14668,0
2011-07-26,2+1,8.28,470946,83958,0
2011-07-26,2+0,3.76,1060709,179585,0
2011-07-29,5+2,27315669.00,1,0,0
2011-07-29,5+1,615783.42,3,0,0
2011-07-29,5+0,55980.31,11,2,0
2011-07-29,4+2,4887.17,63,7,0
2011-07-29,4+1,158.75,1697,228,0
2011-07-29,4+0,74.56,3613,480,0
2011-07-29,3+2,70.98,2711,435,0
2011-07-29,2+2,24.26,36478,5757,0
2011-07-29,3+1,13.05,64832,10682,0
2011-07-29,3+0,10.21,139437,21996,0
2011-07-29,1+2,13.68,182811,29641,0
2011-07-29,2+1,7.90,857271,149235,0
2011-07-29,2+0,3.75,1846202,302446,0
2011-08-02,5+2,15000000.00,0,0,1
2011-08-02,5+1,1026317.23,1,0,0
2011-08-02,5+0,85526.43,4,0,0
2011-08-02,4+2,2221.46,77,11,0
2011-08-02,4+1,134.83,1110,217,0
2011-08-02,4+0,87.78,1705,317,0
2011-08-02,3+2,36.68,2914,568,0
2011-08-02,2+2,12.71,38671,7371,0
2011-08-02,3+1,11.06,42511,7973,0
2011-08-02,3+0,11.18,70711,12300,0
2011-08-02,1+2,7.66,181408,34182,0
2011-08-02,2+1,6.68,563187,102690,0
2011-08-02,2+0,3.96,969742,164656,0
2011-08-05,5+2,26847221.40,0,0,1
2011-08-05,5+1,888541.60,2,0,0
2011-08-05,5+0,45566.23,13,2,0
2011-08-05,4+2,8462.30,35,7,0
2011-08-05,4+1,267.72,968,155,0
2011-08-05,4+0,102.59,2526,419,0
2011-08-05,3+2,98.41,1881,271,0
2011-08-05,2+2,31.39,27119,3451,0
2011-08-05,3+1,17.93,45404,7100,0
2011-08-05,3+0,11.37,120447,22303,0
2011-08-05,1+2,16.86,142706,18556,0
2011-08-05,2+1,9.61,677485,107918,0
2011-08-05,2+0,3.63,1831786,339320,0
2011-08-09,5+2,34158167.30,0,0,1
2011-08-09,5+1,0.00,0,0,0
2011-08-09,5+0,365547.29,4,0,0
2011-08-09,4+2,5375.69,34,3,0
2011-08-09,4+1,253.04,632,93,0
2011-08-09,4+0,102.12,1566,199,0
2011-08-09,3+2,89.80,1272,174,0
2011-08-09,2+2,26.77,19628,3254,0
2011-08-09,3+1,16.42,30610,4669,0
2011-08-09,3+0,11.23,75273,11403,0
2011-08-09,1+2,14.25,104199,17667,0
2011-08-09,2+1,8.87,453097,74804,0
2011-08-09,2+0,3.70,1110695,185662,0
2011-08-12,5+2,46432976.00,0,0,1
2011-08-12,5+1,306870.21,6,0,0
2011-08-12,5+0,43838.60,14,1,0
2011-08-12,4+2,1992.66,154,25,0
2011-08-12,4+1,128.04,2097,414,0
2011-08-12,4+0,89.86,2988,522,0
2011-08-12,3+2,30.87,6212,1099,0
2011-08-12,2+2,12.07,73070,11602,0
2011-08-12,3+1,9.50,88824,16841,0
2011-08-12,3+0,10.91,130041,23007,0
2011-08-12,1+2,7.38,337745,51613,0
2011-08-12,2+1,6.52,1033896,177965,0
2011-08-12,2+0,3.96,1741439,305682,0
2011-08-16,5+2,53726355.20,0,0,1
2011-08-16,5+1,1094006.88,1,0,0
2011-08-16,5+0,52095.56,7,1,0
2011-08-16,4+2,3440.27,53,8,0
2011-08-16,4+1,204.27,781,169,0
2011-08-16,4+0,112.59,1417,255,0
2011-08-16,3+2,49.59,2298,475,0
2011-08-16,2+2,14.59,35925,6738,0
2011-08-16,3+1,13.37,37481,7152,0
2011-08-16,3+0,12.18,69207,12411,0
2011-08-16,1+2,7.76,190898,34656,0
2011-08-16,2+1,7.24,553953,102981,0
2011-08-16,2+0,4.05,1011067,173566,0
2011-08-19,5+2,66489768.90,0,0,1
2011-08-19,5+1,319085.34,6,2,0
2011-08-19,5+0,37539.45,17,1,0
2011-08-19,4+2,6789.04,47,5,0
