date,tier,prize_eur,winners_total,winners_pt,rollover
2024-09-24,2+2,12.26,22528,2713,0
2024-09-24,3+1,12.42,24809,2116,0
2024-09-24,3+0,11.09,51717,3895,0
2024-09-24,1+2,5.36,129548,16260,0
2024-09-24,2+1,5.47,400108,36722,0
2024-09-24,2+0,4.44,793593,64712,0
2024-09-27,5+2,130000000.00,0,0,1
2024-09-27,5+1,416328.85,3,0,0
2024-09-27,5+0,16217.15,18,1,0
2024-09-27,4+2,1337.09,68,6,0
2024-09-27,4+1,113.32,1478,125,0
2024-09-27,3+2,63.85,2773,235,0
2024-09-27,4+0,33.79,3682,297,0
2024-09-27,2+2,15.78,39401,3127,0
2024-09-27,3+1,10.34,67092,5937,0
2024-09-27,3+0,7.83,164809,13460,0
2024-09-27,1+2,7.83,199805,15710,0
2024-09-27,2+1,5.24,940455,85150,0
2024-09-27,2+0,3.49,2273779,187539,0
2024-10-01,5+2,143969598.87,0,0,1
2024-10-01,5+1,124015.82,7,0,0
2024-10-01,5+0,20289.17,10,0,0
2024-10-01,4+2,1373.82,46,2,0
2024-10-01,4+1,137.60,846,43,0
2024-10-01,3+2,68.71,1791,121,0
2024-10-01,4+0,41.43,2087,124,0
2024-10-01,2+2,16.48,26227,1568,0
2024-10-01,3+1,11.83,40760,2600,0
2024-10-01,3+0,9.55,93991,6438,0
2024-10-01,1+2,7.67,141713,8779,0
2024-10-01,2+1,5.83,587531,38282,0
2024-10-01,2+0,4.06,1358844,92463,0
2024-10-04,5+2,162256512.00,1,0,0
2024-10-04,5+1,94700.08,12,2,0
2024-10-04,5+0,13279.78,20,1,0
2024-10-04,4+2,852.85,97,7,0
2024-10-04,4+1,84.14,1811,182,0
2024-10-04,3+2,46.77,3444,299,0
2024-10-04,4+0,24.54,4613,435,0
2024-10-04,2+2,13.12,43110,3442,0
2024-10-04,3+1,9.17,68777,5812,0
2024-10-04,3+0,7.01,167492,14331,0
2024-10-04,1+2,6.97,204256,16343,0
2024-10-04,2+1,5.15,870340,71398,0
2024-10-04,2+0,3.46,2086207,174752,0
2024-10-08,5+2,17000000.00,0,0,1
2024-10-08,5+1,122519.25,4,0,0
2024-10-08,5+0,16362.72,7,1,0
2024-10-08,4+2,1150.84,31,6,0
2024-10-08,4+1,123.30,533,48,0
2024-10-08,3+2,52.91,1313,122,0
2024-10-08,4+0,38.17,1279,122,0
2024-10-08,2+2,12.59,19378,1969,0
2024-10-08,3+1,10.62,25616,2501,0
2024-10-08,3+0,8.94,56697,5428,0
2024-10-08,1+2,6.13,100095,10594,0
2024-10-08,2+1,5.18,372862,36668,0
2024-10-08,2+0,3.79,821666,78999,0
2024-10-11,5+2,29821152.30,0,0,1
2024-10-11,5+1,223088.05,3,0,0
2024-10-11,5+0,26069.67,6,1,0
2024-10-11,4+2,1624.01,30,2,0
2024-10-11,4+1,121.60,738,87,0
2024-10-11,3+2,69.30,1369,137,0
2024-10-11,4+0,46.39,1437,138,0
2024-10-11,2+2,16.55,20133,1928,0
2024-10-11,3+1,11.91,31194,3406,0
2024-10-11,3+0,10.78,64209,6149,0
2024-10-11,1+2,7.42,112915,10983,0
2024-10-11,2+1,5.69,463749,49048,0
2024-10-11,2+0,4.49,946037,89805,0
2024-10-15,5+2,39530015.20,0,0,1
2024-10-15,5+1,506802.64,1,0,0
2024-10-15,5+0,23689.62,5,0,0
2024-10-15,4+2,1366.43,27,0,0
2024-10-15,4+1,141.29,481,38,0
2024-10-15,3+2,58.84,1221,110,0
2024-10-15,4+0,48.77,1035,88,0
2024-10-15,2+2,13.12,19239,1775,0
2024-10-15,3+1,13.15,21401,1868,0
2024-10-15,3+0,11.50,45553,3844,0
2024-10-15,1+2,5.61,113067,10574,0
2024-10-15,2+1,6.09,328382,29169,0
2024-10-15,2+0,4.65,692194,59303,0
2024-10-18,5+2,53040810.30,0,0,1
